Crop,Question Theme,Count,Percentage
Arecanut,dhan ki baliya nahi nikal rahi  hai kya kare,9,8.181818181818182
Horse,ask about animal husbandry information,29,26.851851851851855
Horse,aame ki pati kala ho raha hai,18,16.666666666666664
Horse,dhan ki baliya nahi nikal rahi  hai kya kare,13,12.037037037037036
Horse,mosam ki jankari ki jankari,13,12.037037037037036
Horse,potatao ki variety ki jankri,10,9.25925925925926
Tuberose,pls tell me control of flower dropping in chilli crop,23,21.904761904761905
Tuberose,mosam ki jankari ki jankari,8,7.6190476190476195
Tuberose,insect control in  crops,7,6.666666666666667
Tuberose,information about sowing time in any vegetable crop,7,6.666666666666667
Tuberose,dhan ki baliya nahi nikal rahi  hai kya kare,6,5.714285714285714
Sunflower (suryamukhi),information about sowing time in any vegetable crop,41,41.41414141414141
Sunflower (suryamukhi),whet ki varieties,14,14.14141414141414
Sunflower (suryamukhi),seed rate and seed treatment,14,14.14141414141414
Sunflower (suryamukhi),pls tell me control of flower dropping in chilli crop,11,11.11111111111111
Sunflower (suryamukhi),farmer asked query on weather,10,10.1010101010101
Little Millet (Samai/Kutki/kodo-kutki),farmer asked query on weather,71,74.73684210526315
Little Millet (Samai/Kutki/kodo-kutki),whet ki varieties,5,5.263157894736842
Little Millet (Samai/Kutki/kodo-kutki),seed rate and seed treatment,5,5.263157894736842
Little Millet (Samai/Kutki/kodo-kutki),pleas give information of govt scheme,3,3.1578947368421053
Little Millet (Samai/Kutki/kodo-kutki),insect control in  crops,2,2.1052631578947367
Cashew,pls tell me control of flower dropping in chilli crop,19,20.652173913043477
Cashew,dhan ki baliya nahi nikal rahi  hai kya kare,12,13.043478260869565
Cashew,insect control in  crops,10,10.869565217391305
Cashew,dhan ki kaun c kism ki buayi kare,10,10.869565217391305
Cashew,mosam ki jankari ki jankari,5,5.434782608695652
Mesta,mosam ki jankari ki jankari,13,14.444444444444443
Mesta,dhan ki kaun c kism ki buayi kare,12,13.333333333333334
Mesta,pls tell me control of flower dropping in chilli crop,10,11.11111111111111
Mesta,aame ki pati kala ho raha hai,7,7.777777777777778
Mesta,weather information,6,6.666666666666667
Anjan Grass,farmer asked query on weather,17,19.318181818181817
Anjan Grass,dhan ki kaun c kism ki buayi kare,11,12.5
Anjan Grass,dhan me ki kida laga hai,11,12.5
Anjan Grass,insect control in  crops,7,7.954545454545454
Anjan Grass,mosam ki jankari ki jankari,4,4.545454545454546
Coffee,pls tell me control of flower dropping in chilli crop,13,15.11627906976744
Coffee,farmer asked query on weather,11,12.790697674418606
Coffee,mosam ki jankari ki jankari,8,9.30232558139535
Coffee,tell me weed control in wheat crop,7,8.13953488372093
Coffee,dhan me ki kida laga hai,6,6.976744186046512
Kaner,pls tell me control of flower dropping in chilli crop,14,16.666666666666664
Kaner,insect control in  crops,12,14.285714285714285
Kaner,aame ki pati kala ho raha hai,6,7.142857142857142
Kaner,pleas give information of govt scheme,6,7.142857142857142
Kaner,information about the plant protection in crop,6,7.142857142857142
Sweet Cherry,pls tell me control of flower dropping in chilli crop,18,21.686746987951807
Sweet Cherry,aame ki pati kala ho raha hai,10,12.048192771084338
Sweet Cherry,insect control in  crops,8,9.63855421686747
Sweet Cherry,dhan ki kaun c kism ki buayi kare,8,9.63855421686747
Sweet Cherry,information about sowing time in any vegetable crop,5,6.024096385542169
Cowpea (Vegetable),pls tell me control of flower dropping in chilli crop,22,26.506024096385545
Cowpea (Vegetable),insect control in  crops,14,16.867469879518072
Cowpea (Vegetable),whet ki varieties,9,10.843373493975903
Cowpea (Vegetable),information about sowing time in any vegetable crop,9,10.843373493975903
Cowpea (Vegetable),plant diseaseattack in crop,7,8.433734939759036
Lucerne Alfalfa,seed rate and seed treatment,10,12.345679012345679
Lucerne Alfalfa,information about sowing time in any vegetable crop,9,11.11111111111111
Lucerne Alfalfa,whet ki varieties,8,9.876543209876543
Lucerne Alfalfa,pls tell me control of flower dropping in chilli crop,8,9.876543209876543
Lucerne Alfalfa,dhan me ki kida laga hai,6,7.4074074074074066
Bhang Hemp Canabis,pls tell me control of flower dropping in chilli crop,17,20.98765432098765
Bhang Hemp Canabis,pleas give information of govt scheme,12,14.814814814814813
Bhang Hemp Canabis,dhan ki kaun c kism ki buayi kare,10,12.345679012345679
Bhang Hemp Canabis,for information regarding farmer registry,5,6.172839506172839
Bhang Hemp Canabis,potatao ki variety ki jankri,5,6.172839506172839
Gobhi Sarson,mosam ki jankari ki jankari,11,13.580246913580247
Gobhi Sarson,dhan ki kaun c kism ki buayi kare,7,8.641975308641975
Gobhi Sarson,dhan ki baliya nahi nikal rahi  hai kya kare,7,8.641975308641975
Gobhi Sarson,whet ki varieties,6,7.4074074074074066
Gobhi Sarson,aame ki pati kala ho raha hai,6,7.4074074074074066
Dinanath Grass,dhan ki kaun c kism ki buayi kare,9,12.5
Dinanath Grass,seed rate and seed treatment,9,12.5
Dinanath Grass,farmer asked query on weather,7,9.722222222222223
Dinanath Grass,dhan ki baliya nahi nikal rahi  hai kya kare,5,6.944444444444445
Dinanath Grass,weather information,4,5.555555555555555
Rocket salad taramira,whet ki varieties,10,13.88888888888889
Rocket salad taramira,dhan ki kaun c kism ki buayi kare,7,9.722222222222223
Rocket salad taramira,asking about weather information,7,9.722222222222223
Rocket salad taramira,mausam ki jankari,5,6.944444444444445
Rocket salad taramira,seed rate and seed treatment,4,5.555555555555555
Amarphophallus (Surankand/Elephant Foot Yam),information about sowing time in any vegetable crop,18,25.71428571428571
Amarphophallus (Surankand/Elephant Foot Yam),seed rate and seed treatment,12,17.142857142857142
Amarphophallus (Surankand/Elephant Foot Yam),plant diseaseattack in crop,11,15.714285714285714
Amarphophallus (Surankand/Elephant Foot Yam),pls tell me control of flower dropping in chilli crop,6,8.571428571428571
Amarphophallus (Surankand/Elephant Foot Yam),farmer asked query on weather,5,7.142857142857142
Passion Fruit,pls tell me control of flower dropping in chilli crop,21,30.434782608695656
Passion Fruit,aame ki pati kala ho raha hai,13,18.84057971014493
Passion Fruit,dhan ki kaun c kism ki buayi kare,7,10.144927536231885
Passion Fruit,dhan me ki kida laga hai,3,4.3478260869565215
Passion Fruit,plant diseaseattack in crop,3,4.3478260869565215
KolanchiTephrosia Purpurea,dhan ki kaun c kism ki buayi kare,13,19.402985074626866
KolanchiTephrosia Purpurea,weather information,11,16.417910447761194
KolanchiTephrosia Purpurea,pls tell me control of flower dropping in chilli crop,6,8.955223880597014
KolanchiTephrosia Purpurea,potatao ki variety ki jankri,5,7.462686567164178
KolanchiTephrosia Purpurea,tell me weed control in wheat crop,3,4.477611940298507
Tea,pls tell me control of flower dropping in chilli crop,13,20.3125
Tea,pleas give information of govt scheme,7,10.9375
Tea,farmer asked query on weather,6,9.375
Tea,dhan me ki kida laga hai,6,9.375
Tea,dhan ki baliya nahi nikal rahi  hai kya kare,3,4.6875
Dill Seed,information about sowing time in any vegetable crop,14,21.875
Dill Seed,potatao ki variety ki jankri,4,6.25
Dill Seed,mausaam ke bare me bataye,4,6.25
Dill Seed,pleas give information of govt scheme,4,6.25
Dill Seed,pls tell me control of flower dropping in chilli crop,4,6.25
Lettuce,pls tell me control of flower dropping in chilli crop,13,20.967741935483872
Lettuce,information about sowing time in any vegetable crop,6,9.67741935483871
Lettuce,dhan ki baliya nahi nikal rahi  hai kya kare,5,8.064516129032258
Lettuce,insect control in  crops,4,6.451612903225806
Lettuce,whet ki varieties,4,6.451612903225806
Lesser Yam Rafula,pls tell me control of flower dropping in chilli crop,8,12.903225806451612
Lesser Yam Rafula,information about sowing time in any vegetable crop,7,11.29032258064516
Lesser Yam Rafula,aame ki pati kala ho raha hai,5,8.064516129032258
Lesser Yam Rafula,plant diseaseattack in crop,5,8.064516129032258
Lesser Yam Rafula,whet ki varieties,4,6.451612903225806
Guinea Grass,pls tell me control of flower dropping in chilli crop,12,19.35483870967742
Guinea Grass,information about sowing time in any vegetable crop,6,9.67741935483871
Guinea Grass,seed rate and seed treatment,5,8.064516129032258
Guinea Grass,insect control in  crops,4,6.451612903225806
Guinea Grass,whet ki varieties,4,6.451612903225806
Lahsoda,pls tell me control of flower dropping in chilli crop,11,18.0327868852459
Lahsoda,plant diseaseattack in crop,9,14.754098360655737
Lahsoda,insect control in  crops,9,14.754098360655737
Lahsoda,aame ki pati kala ho raha hai,6,9.836065573770492
Lahsoda,mosam ki jankari ki jankari,5,8.19672131147541
Runner Bean,insect control in  crops,9,15.254237288135593
Runner Bean,pls tell me control of flower dropping in chilli crop,7,11.864406779661017
Runner Bean,aame ki pati kala ho raha hai,7,11.864406779661017
Runner Bean,dhan me ki kida laga hai,6,10.16949152542373
Runner Bean,potatao ki variety ki jankri,3,5.084745762711865
Snap Melon,pls tell me control of flower dropping in chilli crop,10,17.857142857142858
Snap Melon,dhan me ki kida laga hai,7,12.5
Snap Melon,insect control in  crops,5,8.928571428571429
Snap Melon,dhan ki baliya nahi nikal rahi  hai kya kare,5,8.928571428571429
Snap Melon,dhan ki patti pili padh rahi hai,3,5.357142857142857
Pecan nut,dhan ki kaun c kism ki buayi kare,12,22.22222222222222
Pecan nut,pls tell me control of flower dropping in chilli crop,11,20.37037037037037
Pecan nut,aame ki pati kala ho raha hai,6,11.11111111111111
Pecan nut,dhan me ki kida laga hai,4,7.4074074074074066
Pecan nut,dhan ki patti pili padh rahi hai,4,7.4074074074074066
Cocoa,pls tell me control of flower dropping in chilli crop,9,16.666666666666664
Cocoa,dhan ki kaun c kism ki buayi kare,8,14.814814814814813
Cocoa,insect control in  crops,4,7.4074074074074066
Cocoa,weather information distjhansi,4,7.4074074074074066
Cocoa,dhan ki baliya nahi nikal rahi  hai kya kare,3,5.555555555555555
Marvel Grass,information about sowing time in any vegetable crop,11,20.754716981132077
Marvel Grass,mausam ki jankari,5,9.433962264150944
Marvel Grass,pleas give information of govt scheme,5,9.433962264150944
Marvel Grass,seed rate and seed treatment,5,9.433962264150944
Marvel Grass,dhan ki kaun c kism ki buayi kare,5,9.433962264150944
lobia,dhan me ki kida laga hai,18,34.61538461538461
lobia,potatao ki variety ki jankri,5,9.615384615384617
lobia,potato me weediside ka prayog kiya hai plant such raha hai,5,9.615384615384617
lobia,dhan ki baliya nahi nikal rahi  hai kya kare,4,7.6923076923076925
lobia,aame ki pati kala ho raha hai,4,7.6923076923076925
Bishops Weed,mosam ki jankari ki jankari,9,17.307692307692307
Bishops Weed,weather information,9,17.307692307692307
Bishops Weed,farmer asked query on weather,4,7.6923076923076925
Bishops Weed,potatao ki variety ki jankri,3,5.769230769230769
Bishops Weed,potato me weediside ka prayog kiya hai plant such raha hai,3,5.769230769230769
Zentedeschia,pls tell me control of flower dropping in chilli crop,9,17.647058823529413
Zentedeschia,dhan ki kaun c kism ki buayi kare,6,11.76470588235294
Zentedeschia,pleas give information of govt scheme,6,11.76470588235294
Zentedeschia,dhan me ki kida laga hai,6,11.76470588235294
Zentedeschia,dhan ki baliya nahi nikal rahi  hai kya kare,5,9.803921568627452
