Crop,Question Theme,Count,Percentage
Spine Gourd,information about pest management in bottle gourd,78,24.0
Spine Gourd,dhan ki kaun c kism ki buayi kare,42,12.923076923076923
Spine Gourd,dhan me ki kida laga hai,18,5.538461538461538
Spine Gourd,aame ki pati kala ho raha hai,17,5.230769230769231
Spine Gourd,pls tell me control of flower dropping in chilli crop,17,5.230769230769231
