Crop,Question Theme,Count,Percentage
Kundru,pls tell me control of flower dropping in chilli crop,49,14.000000000000002
Kundru,insect control in  crops,40,11.428571428571429
Kundru,dhan ki kaun c kism ki buayi kare,33,9.428571428571429
Kundru,aame ki pati kala ho raha hai,28,8.0
Kundru,plant diseaseattack in crop,22,6.285714285714287
