Crop,Question Theme,Count,Percentage
Kodo Millet KodaraVaragu,weather information,101,20.910973084886127
Kodo Millet KodaraVaragu,seed rate and seed treatment,38,7.867494824016563
Kodo Millet KodaraVaragu,mausam ki jankari,36,7.453416149068323
Kodo Millet KodaraVaragu,mausaam ke bare me bataye,30,6.211180124223603
Kodo Millet KodaraVaragu,pleas give information of govt scheme,26,5.383022774327122
