Crop,Question Theme,Count,Percentage
Hazlenut,pls tell me control of flower dropping in chilli crop,19,16.8141592920354
Hazlenut,aame ki pati kala ho raha hai,19,16.8141592920354
Hazlenut,dhan ki kaun c kism ki buayi kare,10,8.849557522123893
Hazlenut,pleas give information of govt scheme,8,7.079646017699115
Hazlenut,mausam ki jankari,8,7.079646017699115
