Crop,Question Theme,Count,Percentage
Lilliums,pls tell me control of flower dropping in chilli crop,25,21.008403361344534
Lilliums,dhan ki kaun c kism ki buayi kare,14,11.76470588235294
Lilliums,mosam ki jankari ki jankari,8,6.722689075630252
Lilliums,plant diseaseattack in crop,7,5.88235294117647
Lilliums,for information regarding farmer registry,7,5.88235294117647
