Crop,Question Theme,Count,Percentage
Karan Rai,weather information,52,9.792843691148777
Karan Rai,mosam ki jankari ki jankari,51,9.6045197740113
Karan Rai,dhan ki kaun c kism ki buayi kare,47,8.851224105461393
Karan Rai,information about in mustard crop,40,7.532956685499058
Karan Rai,whet ki varieties,33,6.214689265536723
