Crop,Question Theme,Count,Percentage
Koronda,insect control in  crops,92,18.62348178137652
Koronda,dhan ki kaun c kism ki buayi kare,68,13.765182186234815
Koronda,aame ki pati kala ho raha hai,53,10.728744939271255
Koronda,plant diseaseattack in crop,44,8.906882591093117
Koronda,dhan me ki kida laga hai,33,6.680161943319838
