Crop,Question Theme,Count,Percentage
Moth Bean kidney bean deww gram,dhan ki kaun c kism ki buayi kare,21,8.60655737704918
Moth Bean kidney bean deww gram,whet ki varieties,20,8.19672131147541
Moth Bean kidney bean deww gram,dhan me ki kida laga hai,18,7.377049180327869
Moth Bean kidney bean deww gram,insect control in  crops,15,6.147540983606557
Moth Bean kidney bean deww gram,mosam ki jankari ki jankari,15,6.147540983606557
