Crop,Question Theme,Count,Percentage
Smooth Guard,information about pest management in bottle gourd,33,14.347826086956522
Smooth Guard,dhan me ki kida laga hai,27,11.73913043478261
Smooth Guard,dhan ki kaun c kism ki buayi kare,26,11.304347826086955
Smooth Guard,aame ki pati kala ho raha hai,23,10.0
Smooth Guard,insect control in  crops,13,5.652173913043479
